TIPO_DENUNCIA;NIVEL_EDUCATIVO;EST_CIVIL;MODALIDAD;SEXO;EDAD;MES;FISICA;PSICOLOGICA;FISICA_PSICOLOGICA
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;33;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;17;DICIEMBRE;0;1;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;M;37;DICIEMBRE;0;1;0
DENUNCIA;SUPERIOR;DIVORCIADO(A);VIOLENCIA PSICOLOGICA;F;31;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;36;DICIEMBRE;0;1;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;M;62;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;20;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;M;47;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;24;DICIEMBRE;1;0;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;F;30;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;46;DICIEMBRE;0;1;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;32;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;35;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;46;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;27;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;21;DICIEMBRE;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;22;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;NO INDICA;VIOLENCIA PSICOLOGICA;F;16;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;20;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;17;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;32;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA;F;53;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;F;41;DICIEMBRE;1;0;0
DENUNCIA;SUPERIOR;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;26;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;38;DICIEMBRE;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;F;22;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SUPERIOR;CASADO(A);VIOLENCIA FISICA;F;25;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;21;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA;M;20;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;33;DICIEMBRE;0;1;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;20;DICIEMBRE;0;1;0
DENUNCIA;PRIMARIA;NO INDICA;VIOLENCIA FISICA;F;23;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;42;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;29;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;34;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;24;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;28;DICIEMBRE;1;0;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA;F;16;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;33;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA;M;31;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;19;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;F;18;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;18;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA;F;21;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;20;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;23;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA;M;56;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;23;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;50;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;33;DICIEMBRE;0;1;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA;F;48;DICIEMBRE;1;0;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;F;62;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;NO INDICA;VIOLENCIA PSICOLOGICA;F;30;DICIEMBRE;0;1;0
ACTA DE INTERVENCION;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;32;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;16;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA;F;16;DICIEMBRE;1;0;0
DENUNCIA;PRIMARIA;CASADO(A);VIOLENCIA FISICA;F;33;DICIEMBRE;1;0;0
DENUNCIA;PRIMARIA;NO INDICA;VIOLENCIA PSICOLOGICA;M;17;DICIEMBRE;0;1;0
DENUNCIA;PRIMARIA;CONVIVIENTE;VIOLENCIA FISICA;F;16;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;F;19;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;F;17;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;35;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA;F;44;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;47;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SUPERIOR;SOLTERO(A);VIOLENCIA FISICA;M;46;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;52;DICIEMBRE;0;1;0
DENUNCIA;SIN INSTRUCCION;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;51;DICIEMBRE;0;1;0
DENUNCIA;SIN INSTRUCCION;CASADO(A);VIOLENCIA PSICOLOGICA;F;49;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;F;43;DICIEMBRE;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;16;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;NO INDICA;VIOLENCIA FISICA;M;18;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA;M;48;DICIEMBRE;1;0;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA;F;29;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;27;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;41;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;16;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;27;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;M;43;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;F;38;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;26;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;26;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;21;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;53;DICIEMBRE;0;1;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA FISICA;F;39;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;TECNICA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;47;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;TECNICA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;43;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;23;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;42;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;16;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;31;DICIEMBRE;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;24;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;23;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;28;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;31;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;M;46;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;17;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;34;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;M;37;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;NO INDICA;VIOLENCIA PSICOLOGICA;F;33;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;57;DICIEMBRE;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;31;DICIEMBRE;0;1;0
ACTA DE INTERVENCION;PRIMARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;59;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;26;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;18;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;40;DICIEMBRE;1;0;0
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;38;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;35;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;29;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SUPERIOR;CASADO(A);VIOLENCIA FISICA;F;50;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;F;33;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;NO INDICA;VIOLENCIA PSICOLOGICA;M;16;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;18;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;17;DICIEMBRE;0;1;0
DENUNCIA;SUPERIOR;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;47;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;M;59;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;16;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;F;22;DICIEMBRE;1;0;0
OCURRENCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;35;DICIEMBRE;0;1;0
ACTA DE INTERVENCION;SUPERIOR;CONVIVIENTE;VIOLENCIA FISICA;M;54;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;34;DICIEMBRE;0;1;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;27;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;M;45;DICIEMBRE;1;0;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA FISICA;M;48;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA;F;57;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CASADO(A);VIOLENCIA FISICA;F;36;DICIEMBRE;1;0;0
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;28;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;39;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CASADO(A);VIOLENCIA FISICA;M;73;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;27;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;22;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;54;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;17;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;45;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;31;DICIEMBRE;0;1;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA FISICA;M;32;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;16;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;M;52;DICIEMBRE;0;1;0
DENUNCIA;TECNICA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;39;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;52;DICIEMBRE;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;29;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;23;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;18;DICIEMBRE;1;0;0
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;26;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;33;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;60;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;63;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;31;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;M;44;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;55;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;72;DICIEMBRE;0;1;0
DENUNCIA;PRIMARIA;CONVIVIENTE;VIOLENCIA FISICA;F;35;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;M;71;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;36;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;19;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;NO INDICA;VIOLENCIA PSICOLOGICA;M;21;DICIEMBRE;0;1;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;30;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;32;DICIEMBRE;0;1;0
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;17;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;38;DICIEMBRE;0;1;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA FISICA;F;28;DICIEMBRE;1;0;0
DENUNCIA;TECNICA;SOLTERO(A);VIOLENCIA FISICA;F;35;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;34;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SUPERIOR;CONVIVIENTE;VIOLENCIA FISICA;M;38;DICIEMBRE;1;0;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA;F;25;DICIEMBRE;1;0;0
DENUNCIA;TECNICA;SOLTERO(A);VIOLENCIA FISICA;F;23;DICIEMBRE;1;0;0
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;39;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;28;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA;F;30;DICIEMBRE;1;0;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA FISICA;F;26;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;24;DICIEMBRE;1;0;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;M;63;DICIEMBRE;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;34;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;35;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;M;55;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;CONVIVIENTE;VIOLENCIA FISICA;F;24;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;32;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;38;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;17;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;41;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;16;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;25;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;M;51;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;NO INDICA;VIOLENCIA FISICA;M;27;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA;M;44;DICIEMBRE;1;0;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA FISICA;F;33;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SUPERIOR;CASADO(A);VIOLENCIA FISICA;M;74;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;49;DICIEMBRE;0;1;0
ACTA DE INTERVENCION;TECNICA;SOLTERO(A);VIOLENCIA FISICA;F;54;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;17;DICIEMBRE;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;24;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;31;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;30;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;36;DICIEMBRE;0;1;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA;M;71;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;CASADO(A);VIOLENCIA FISICA;F;34;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;18;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;23;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;28;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA;F;42;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;18;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;34;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;F;17;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;18;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SUPERIOR;CONVIVIENTE;VIOLENCIA FISICA;M;25;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;45;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;42;DICIEMBRE;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;42;DICIEMBRE;1;0;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;F;67;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;20;DICIEMBRE;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;18;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;40;DICIEMBRE;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;45;DICIEMBRE;0;1;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;57;DICIEMBRE;0;1;0
ACTA DE INTERVENCION;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA;F;18;DICIEMBRE;1;0;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA;M;31;DICIEMBRE;1;0;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA FISICA;F;17;DICIEMBRE;1;0;0
DENUNCIA;PRIMARIA;VIUDO(A);VIOLENCIA PSICOLOGICA;M;88;DICIEMBRE;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;17;DICIEMBRE;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;F;28;DICIEMBRE;1;0;0
